Rk,Gtm,Date,Var.4,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,X.,Thr,Opp..Starter..GmeSc.,SOPercH,IP,HA,RA,ER,UER,BBA,OSO,HRA,HBPA,ERA,BF,Pit,Str,IR,IS,SBA,CSA,ABA,2BA,3BA,IBBA,SHA,SFA,ROEA,DPT,NumPitchers,Umpire,Pitchers Used (Rest-GameScore-Dec),BAA,SLGA,OBPA,OPSA,WHIP,FIP,StrPerc,SOPerc,K_9,K_BB,HR_9,team,Year
44,44,May 19,,STL,"W,5-4",39,34,5,9,2,0,2,5,4,1,8,0,0,1,0,2,0,0,.255,.337,.461,.798,5,11,R,J.Flaherty(59),0.2521840419336051,10.0,7,4,4,0,5,11,1,0,5.16,42,185,121,0,0,2,0,36,4,0,0,0,1,1,1,5,Jeremie Rehak,"D.Smyly (7-48), J.Leclerc (1), J.Chavez (1), C.Martin (1-BSv), J.Gomez (0-W)",0.275049115913556,0.45972495088408644,0.35579668760708166,0.8155216384911681,1.5434001027221367,4.9114833076528,0.6219866395585245,0.18903483723586523,7.650231124807396,1.8286282525827304,1.386748844375963,TEX,2019
45,45,May 20,,SEA,"W,10-9",39,38,10,15,5,0,5,10,1,0,7,0,0,0,0,1,0,0,.258,.339,.472,.811,5,9,R,M.Leake(20),0.2505694760820046,9.0,13,9,9,0,2,15,2,0,5.25,42,162,111,0,0,0,0,39,2,0,0,0,1,0,0,4,Eric Cooper,"M.Minor (4-62-W), S.Miller (5), B.Martin (1), C.Martin (0)",0.2765006385696041,0.4616858237547893,0.3558282208588957,0.817514044613685,1.5461847389558234,4.8781566265060246,0.623439273552781,0.19297267150027886,7.816265060240965,1.890607070651877,1.4006024096385543,TEX,2019
46,46,May 21,,SEA,"W,5-3",37,31,5,8,5,0,1,5,5,0,9,0,0,1,0,0,2,0,.258,.339,.473,.812,8,10,L,T.Milone(58),0.25041829336307864,9.0,6,3,3,0,1,12,1,0,5.20,33,145,94,0,0,0,0,31,0,0,0,0,1,0,1,3,Andy Fletcher,"L.Lynn (4-69-W), J.Leclerc (1-H), S.Kelley (16-Sv)",0.2748904195366312,0.45835942391984974,0.35323110624315446,0.8115905301630042,1.5292096219931273,4.821756504663721,0.6239399416098985,0.19605695509309967,7.908689248895435,1.9455464376936038,1.3917525773195878,TEX,2019
47,47,May 22,,SEA,"W,2-1",30,28,2,8,1,0,1,2,1,0,4,1,0,0,1,3,0,0,.259,.339,.472,.811,4,10,L,M.Gonzales(59),0.24849149753154143,9.0,7,1,1,0,2,9,0,0,5.11,35,146,89,1,0,0,0,33,2,0,0,0,0,0,1,4,Will Little,"J.Chavez (2-53), A.Sampson (4-W), A.Jurado (3-H), S.Kelley (0-Sv)",0.27361963190184047,0.454601226993865,0.35142396560988715,0.8060251926037522,1.5177713736791547,4.758188280499519,0.6236544488349911,0.1972058033315422,7.932276657060519,1.9730122036449653,1.361671469740634,TEX,2019
48,48,May 24,@,LAA,"W,4-3",40,35,4,7,3,0,1,4,4,0,11,1,0,0,1,0,0,0,.257,.338,.470,.808,9,10,R,G.Canning(60),0.2490606548577563,9.0,7,3,3,0,5,6,2,0,5.07,38,132,85,0,0,0,0,33,1,0,0,0,0,0,1,4,Mark Wegner,"D.Smyly (4-50-W), J.Chavez (1-H), C.Martin (3-H), S.Kelley (1-Sv)",0.2723992784125075,0.4539987973541792,0.35071090047393366,0.8047096978281129,1.5138692994828398,4.79368970380818,0.6240128496854505,0.196419167983149,7.891396332863188,1.952777341500445,1.375176304654443,TEX,2019
49,49,May 25,@,LAA,"L,2-3",37,32,2,5,1,0,0,2,4,0,7,1,0,0,1,0,1,1,.256,.337,.464,.801,8,12,L,T.Skaggs(68),0.24789473684210525,8.2,9,3,3,0,3,10,1,0,5.03,36,157,99,0,0,0,0,33,2,0,0,0,0,0,2,4,Alan Porter,"M.Minor (4-61), J.Leclerc (3), J.Chavez (0), S.Kelley (0-BL)",0.27240566037735847,0.4534198113207547,0.35038759689922483,0.8038074082199795,1.5129151291512914,4.7684280442804425,0.6241478762454117,0.1979328165374677,7.9497232472324715,1.9741250451007681,1.3699261992619924,TEX,2019
50,50,May 26,@,LAA,"L,6-7",41,37,6,7,3,0,2,6,4,1,17,0,0,0,2,0,1,0,.254,.335,.464,.799,8,11,L,A.Heaney(62),0.2514167954662545,8.0,11,7,6,1,4,5,1,0,5.06,37,140,81,3,3,1,0,32,2,0,1,0,1,0,2,4,Roberto Ortiz,"A.Jurado (3-54), J.Springs (7-L), K.Dowdy (7-BSv), S.Miller (5)",0.27372685185185186,0.4542824074074074,0.35141987829614607,0.8057022857035534,1.5194746376811594,4.7742355072463765,0.6233264675592173,0.19675456389452334,7.907608695652174,1.9594969951012575,1.3654891304347825,TEX,2019
51,51,May 27,@,SEA,"L,2-6",34,33,2,6,2,0,1,2,1,0,12,0,0,0,0,0,0,0,.253,.333,.461,.794,5,9,L,T.Milone(59),0.25316455696202533,8.0,9,6,6,0,6,14,1,0,5.09,39,171,102,0,0,6,0,33,1,0,0,0,0,0,0,3,Manny Gonzalez,"L.Lynn (5-53-L), J.Leclerc (1), K.Bird (41)",0.2737081203861442,0.45315161839863716,0.3520636499254102,0.8052152683240474,1.5258007117437722,4.75314590747331,0.6227484569845069,0.1999005469915465,8.047153024911031,1.9704916425665409,1.3612099644128113,TEX,2019
52,52,May 28,@,SEA,"W,11-4",44,38,11,11,3,0,2,9,4,1,11,2,0,0,0,0,2,0,.254,.334,.463,.797,6,11,L,M.Gonzales(22),0.2530955918771669,9.0,12,4,4,0,2,9,0,0,5.07,40,156,98,1,0,0,0,38,2,0,0,0,0,0,0,4,Dan Iassogna,"J.Chavez (2-54), A.Sampson (5-W), J.Springs (1), S.Miller (1)",0.2745969983324069,0.45136186770428016,0.35202340321794245,0.8033852709222227,1.5263846489315307,4.696773658962059,0.6228536133415689,0.20039005363237444,8.065852594853903,1.9950487840396098,1.3344962930658526,TEX,2019
53,53,May 29,@,SEA,"W,8-7",43,40,8,13,2,1,0,8,2,0,9,0,0,1,1,0,1,0,.255,.334,.462,.796,8,11,L,W.LeBlanc(48),0.2521823472356935,9.0,11,7,7,0,6,9,2,0,5.10,42,158,90,0,0,1,0,36,2,1,0,0,0,0,2,4,Sam Holbrook,"J.Leclerc (1-51), D.Smyly (4), J.Chavez (0-W), S.Kelley (3-Sv)",0.27520435967302453,0.4539509536784741,0.35308170090778784,0.8070326545862619,1.5333618477331052,4.7238374679213,0.6218344844299043,0.20066889632107024,8.08383233532934,1.98103863025329,1.3473053892215567,TEX,2019
54,54,May 30,,KCR,"L,2-4",34,31,2,5,0,0,2,2,3,0,12,0,0,0,0,1,0,0,.254,.333,.460,.793,5,9,R,J.Junis(61),0.2538167938931298,9.0,10,4,4,0,2,16,2,0,5.08,38,177,131,1,0,0,0,36,0,0,0,0,0,0,0,4,Tom Hallion,"M.Minor (4-45-L), J.Springs (1), S.Miller (1), J.Leclerc (0)",0.2752538749331908,0.4537680384820951,0.35241670577193807,0.8061847442540332,1.5295845572807385,4.695326059588753,0.624317912218268,0.2045987799155326,8.233319345362988,2.037287977197327,1.3596307175828786,TEX,2019
55,55,May 31,,KCR,"W,6-2",32,29,6,6,0,0,1,6,3,0,8,0,0,0,0,1,0,0,.253,.332,.458,.790,2,9,L,D.Duffy(36),0.25375939849624063,9.0,7,2,2,0,3,7,1,0,5.03,36,138,88,0,0,2,0,33,0,2,0,0,0,0,1,4,Adam Hamari,"A.Jurado (4-57-W), J.Chavez (1), C.Martin (6), S.Kelley (1)",0.27415966386554624,0.4532563025210084,0.3511767420396862,0.8044330445606946,1.521828665568369,4.6843459637561775,0.6245331465919701,0.20443008767881865,8.210461285008236,2.0413805815400212,1.3529654036243821,TEX,2019
56,56,Jun 1,,KCR,"W,6-2",40,34,6,11,3,0,1,6,4,0,6,0,0,2,0,0,1,0,.254,.333,.459,.791,10,10,R,H.Bailey(34),0.2518450184501845,9.0,8,2,2,0,0,11,0,1,4.97,36,142,101,1,0,1,0,35,4,0,0,0,0,0,0,4,Ryan Blakney,"L.Lynn (4-60-W), J.Leclerc (1-H), C.Martin (0-H), S.Kelley (0)",0.27333677153171737,0.45126353790613716,0.3495233772128915,0.8007869151190287,1.5103113627173472,4.61311039223615,0.625947187141217,0.20608261461643212,8.261221188839466,2.092069489885259,1.3283461382935704,TEX,2019
57,57,Jun 2,,KCR,"W,5-1",36,34,5,11,2,0,0,3,2,0,9,0,0,0,0,1,2,0,.255,.333,.457,.791,7,10,R,B.Keller(53),0.2518148820326679,9.0,10,1,1,0,2,13,1,0,4.90,38,133,89,2,0,0,0,36,0,1,0,0,0,0,1,4,Todd Tichenor,"A.Sampson (4-68-W), J.Springs (2-H), S.Miller (2-H), J.Chavez (1)",0.27341772151898736,0.4506329113924051,0.34895136099955376,0.7995842723919588,1.5071485305798251,4.574206513105639,0.6265973086056769,0.20838911200356983,8.345909451945989,2.1323227249897267,1.3224781572676727,TEX,2019
58,58,Jun 4,,BAL,"L,11-12",48,41,11,14,3,0,1,10,5,0,12,1,0,1,2,1,1,0,.257,.335,.458,.793,10,10,R,D.Bundy(45),0.25177619893428066,9.0,15,12,12,0,4,5,5,0,5.03,43,168,105,1,1,2,1,38,1,0,0,0,1,0,1,4,Mark Ripperger,"D.Smyly (5-16-L), D.Carpenter (99), S.Miller (1), B.Martin (14)",0.2757078986587183,0.45752608047690013,0.35070052539404556,0.8082266058709457,1.5177526336324618,4.681030823253999,0.6265675285761847,0.20665499124343256,8.287163480296527,2.116497018070939,1.3870464299648848,TEX,2019
59,59,Jun 5,,BAL,"W,2-1",47,43,2,9,2,0,0,2,2,0,9,2,0,0,0,1,1,0,.256,.334,.454,.787,10,12,L,J.Means(64),0.2505437146585472,12.0,8,1,1,0,3,14,1,2,4.93,48,207,135,2,0,2,0,43,0,0,0,0,0,0,1,6,Brian O'Nora,"M.Minor (5-60), J.Chavez (2-H), C.Martin (3-H), S.Kelley (3-BSv), J.Leclerc (3), J.Springs (2-W)",0.27383268482490275,0.45330739299610895,0.3490566037735849,0.8023639967696938,1.5040030499428134,4.636035836828059,0.6271425471902798,0.20840480274442538,8.337781166603126,2.1503473297641698,1.3724742661075104,TEX,2019
60,60,Jun 6,,BAL,"W,4-3",32,29,4,8,1,0,1,3,2,0,5,0,0,1,0,1,1,1,.256,.334,.453,.787,4,10,R,D.Hess(43),0.24924924924924924,9.0,8,3,3,0,2,11,1,1,4.90,36,138,89,0,0,1,0,32,2,0,0,1,0,0,2,4,Jeff Kellogg,"A.Jurado (5-49-W), J.Chavez (0-H), C.Martin (0-H), S.Kelley (0-Sv)",0.27346743295019155,0.4525862068965517,0.3483952702702703,0.800981477166822,1.497376311844078,4.606428785607196,0.6274048738777255,0.20988175675675674,8.382683658170913,2.179728959256173,1.366191904047976,TEX,2019
61,61,Jun 7,,OAK,"L,3-5",39,36,3,10,0,1,1,3,3,0,7,0,0,0,2,1,0,1,.257,.334,.452,.786,9,10,L,B.Anderson(49),0.2481012658227848,9.0,10,5,4,1,1,10,2,0,4.88,38,160,100,0,0,0,0,37,2,0,0,0,0,0,0,4,Pat Hoberg,"L.Lynn (5-59), S.Miller (2-BSv), J.Chavez (0), J.Leclerc (1-L)",0.27341176470588235,0.4531764705882353,0.34746467165419787,0.8006411422424331,1.492812384813859,4.599919646148175,0.6273644388398487,0.21072319201995013,8.40950976778474,2.2138771232697265,1.3767047548838922,TEX,2019
62,62,Jun 8 (1),,OAK,"W,10-5",43,34,10,11,3,0,2,9,6,0,9,1,1,1,0,0,3,0,.258,.335,.455,.790,9,9,R,P.Blackburn(30),0.24740986324077913,9.0,9,5,5,0,3,7,2,1,4.88,38,138,85,0,0,0,0,34,3,0,0,0,0,0,2,3,Brian Knight,"J.Palumbo (99-38), J.Springs (2-W), P.Valdez (99)",0.27327466419638724,0.4543770264011116,0.3473813420621931,0.8017583684633047,1.4902102973168962,4.615377810007251,0.6272011601408742,0.21031096563011456,8.386511965192168,2.2154217490625405,1.386874546773024,TEX,2019
63,63,Jun 8 (2),,OAK,"W,3-1",32,28,3,5,0,1,0,3,2,0,9,1,0,1,1,0,0,1,.257,.334,.452,.786,5,9,R,C.Bassitt(50),0.24785276073619633,9.0,4,1,1,0,1,7,1,0,4.82,32,109,76,,,0,0,31,0,0,0,0,0,1,1,1,John Libka,A.Sampson (5-81-W),0.27123287671232876,0.4511415525114155,0.34491114701130854,0.7960526995227241,1.475205137352836,4.59644737780949,0.6279832018846666,0.2104200323101777,8.364252586514448,2.2359555383889105,1.3806635747413485,TEX,2019
64,64,Jun 9,,OAK,"L,8-9",44,42,8,15,4,1,1,6,2,0,12,0,0,0,1,1,1,0,.259,.335,.454,.789,9,12,R,F.Montas(57),0.2482924869425472,9.0,11,9,9,0,3,9,2,1,4.89,41,152,104,0,0,0,1,35,1,0,0,0,2,1,1,5,Gerry Davis,"D.Smyly (4-28-L), S.Miller (1), P.Fairbanks (99), B.Martin (4), J.Leclerc (1)",0.27191011235955054,0.4521348314606742,0.3452522844656337,0.797387115926308,1.4764747191011236,4.604449438202247,0.6288451840645487,0.21056813667063964,8.374297752808989,2.2456675564594724,1.3904494382022472,TEX,2019
65,65,Jun 10,@,BOS,"W,4-3",41,39,4,8,4,0,0,4,2,1,15,0,0,0,0,1,1,1,.258,.334,.452,.785,4,11,L,C.Sale(78),0.250197628458498,11.0,9,3,3,0,4,9,1,0,4.84,43,165,99,0,0,1,0,38,2,0,0,1,0,0,2,4,Hunter Wendelstedt,"M.Minor (4-70), S.Kelley (3-BSv), J.Chavez (2-W), C.Martin (3-Sv)",0.27132125497127707,0.4507291206363235,0.34453125,0.7952603706363235,1.470892180502928,4.5901625904237,0.6283730158730159,0.210546875,8.355149844987944,2.245739760843298,1.379607302790217,TEX,2019
66,66,Jun 11,@,BOS,"W,9-5",44,35,9,9,3,0,1,9,8,0,15,0,0,1,1,0,0,0,.258,.335,.451,.786,8,10,L,D.Hernandez(41),0.2517482517482518,9.0,9,5,5,0,4,12,2,0,4.84,40,171,111,0,0,0,0,36,3,1,0,0,0,0,0,4,Angel Hernandez,"A.Jurado (4-53-W), J.Leclerc (1), P.Fairbanks (1), C.Martin (0)",0.2709873858199217,0.45237059591126577,0.34423076923076923,0.796601365142035,1.4704884667571234,4.592900949796472,0.6287191493512828,0.21192307692307694,8.41078697421981,2.2581041760583584,1.3890773405698777,TEX,2019
67,67,Jun 12,@,BOS,"L,3-4",36,31,3,5,3,0,0,3,2,1,10,1,1,1,1,0,1,0,.256,.333,.449,.782,6,11,R,R.Porcello(62),0.25210727969348656,8.0,10,4,4,0,4,11,0,0,4.84,37,143,87,2,0,1,1,33,4,2,1,0,0,0,0,3,Vic Carapazza,"L.Lynn (4-55), B.Martin (2), J.Chavez (1-L)",0.27144082332761577,0.45368782161234994,0.3447098976109215,0.7983977192232714,1.4742302543507362,4.557708165997322,0.6284394843178757,0.2131209708001517,8.463855421686747,2.2660376597717833,1.3704819277108433,TEX,2019
68,68,Jun 13,@,BOS,"L,6-7",47,35,6,9,3,0,0,6,9,1,11,3,0,0,0,0,3,1,.256,.335,.447,.782,14,11,L,D.Price(21),0.2517877305231464,8.0,9,7,7,0,2,8,5,0,4.88,36,139,93,1,0,0,0,34,1,0,0,0,0,1,0,4,Jordan Baker,"A.Sampson (4-33), J.Springs (4), P.Fairbanks (1-L), J.Leclerc (1)",0.2713440405748098,0.4577345731191885,0.3441825664047886,0.8019171395239771,1.4729194187582562,4.63077675033025,0.6289756004936865,0.2132435465768799,8.470937912813739,2.2799088036478543,1.42668428005284,TEX,2019
69,69,Jun 14,@,CIN,"W,7-1",43,34,7,8,2,0,1,6,7,0,12,1,0,1,0,0,2,0,.256,.336,.446,.782,9,13,R,T.Mahle(42),0.25222222222222224,9.0,5,1,1,0,1,12,1,0,4.82,33,143,93,0,0,0,0,31,1,0,0,0,0,0,1,4,Jerry Meals,"J.Chavez (1-61), B.Martin (1-W), J.Springs (0), D.Smyly (4-Sv)",0.26992073425114727,0.4555694618272841,0.34232902033271717,0.7978984821600013,1.461112918971689,4.5970133420110635,0.629261895841139,0.21507760532150777,8.52261633582818,2.3186327237958646,1.4204360559713634,TEX,2019
70,70,Jun 15,@,CIN,"W,4-3",37,36,4,8,2,0,0,4,1,0,9,0,0,0,1,0,1,0,.256,.334,.444,.778,6,14,R,T.Roark(54),0.25210084033613445,9.0,4,3,3,0,4,8,2,0,4.80,34,126,83,1,0,0,0,30,0,0,0,0,0,0,1,4,Ron Kulpa,"M.Minor (4-55-W), C.Martin (3-H), J.Leclerc (1-H), S.Kelley (4-Sv)",0.26823238566131025,0.4540585084466419,0.34100036509675064,0.7950588735433926,1.4528543938422065,4.612332264271969,0.6296056285872986,0.21532846715328466,8.515073765234124,2.3136347594211992,1.4288005131494548,TEX,2019
71,71,Jun 16,@,CIN,"L,3-11",35,32,3,6,0,0,2,3,3,0,12,0,0,0,0,1,0,0,.255,.333,.443,.776,5,15,R,S.Gray(52),0.2532467532467532,8.0,14,11,11,0,5,4,2,2,4.89,45,194,125,4,2,0,0,34,3,1,0,1,2,0,1,5,Gabe Morales,"A.Jurado (4-12-L), P.Fairbanks (2), J.Springs (1), S.Miller (6), C.Martin (0)",0.27021535960991466,0.45794392523364486,0.34315486884656843,0.8010987940802132,1.4645345155161493,4.646868904369854,0.6298654056020371,0.2132854578096948,8.464217859404686,2.284527518172378,1.4392020265991132,TEX,2019
72,72,Jun 17,,CLE,"W,7-2",36,32,7,8,4,0,1,6,4,0,11,0,0,0,0,0,2,0,.255,.333,.443,.777,5,9,R,M.Clevinger(42),0.2539173789173789,9.0,8,2,2,0,0,10,2,0,4.85,34,135,84,0,0,0,0,34,1,0,0,0,0,0,1,3,Chris Conroy,"L.Lynn (4-70-W), J.Leclerc (1), B.Martin (2)",0.26973947895791583,0.45771543086172345,0.34185303514376997,0.7995684660054934,1.456447080861692,4.636104277240087,0.6297727068547301,0.2142603760198652,8.485794567592881,2.3229875774008693,1.4470808616921635,TEX,2019
73,73,Jun 18,,CLE,"L,3-10",35,30,3,5,0,0,2,3,5,0,9,0,0,0,0,1,0,0,.254,.333,.442,.775,5,9,R,Z.Plesac(70),0.2539570875835385,9.0,14,10,8,2,5,10,4,0,4.89,47,172,110,0,0,3,0,42,2,1,0,0,0,1,0,4,Alan Porter,"A.Sampson (4-33-L), D.Smyly (3), P.Fairbanks (1), B.Martin (0)",0.2707922743397714,0.4619629483642097,0.34287709497206703,0.8048400433362768,1.4655172413793103,4.688753694581281,0.6299212598425197,0.21423586880669923,8.506773399014778,2.3168937021244482,1.482450738916256,TEX,2019
74,74,Jun 19,,CLE,"L,4-10",41,37,4,10,3,0,2,3,3,0,9,1,0,0,1,0,0,0,.254,.333,.443,.776,10,10,R,A.Plutko(44),0.25346740638002774,9.0,12,10,8,2,5,5,3,1,4.94,41,155,99,2,0,0,1,34,2,0,0,1,0,1,4,3,Bill Miller,"J.Palumbo (10-14-L), J.Chavez (4), S.Miller (2)",0.2718786464410735,0.4647996888370284,0.3442340791738382,0.8090337680108666,1.4713027634375948,4.735409049498937,0.6300401466224472,0.2129342965256278,8.458852110537503,2.2925076849005595,1.5031885818402673,TEX,2019
75,75,Jun 20,,CLE,"W,4-2",32,31,4,8,4,1,2,3,1,0,10,0,0,0,0,0,1,1,.254,.332,.446,.778,4,10,R,S.Bieber(62),0.25411522633744854,9.0,5,2,2,0,3,5,1,0,4.90,34,133,90,0,0,1,0,31,0,0,0,0,0,0,1,2,Doug Eddings,"M.Minor (4-73-W), S.Kelley (4-Sv)",0.27056110684089163,0.462336664104535,0.3429738006124532,0.8053104647169882,1.46345116836429,4.732873576992211,0.6305754464670865,0.21217273036382184,8.41222288795686,2.285630562983041,1.4964050329538645,TEX,2019
76,76,Jun 21,,CHW,"L,4-5",39,35,4,8,1,0,2,4,3,0,12,0,1,0,0,1,1,1,.254,.332,.445,.777,5,10,R,R.Lopez(47),0.2548223350253807,10.0,12,5,5,0,2,10,1,1,4.89,44,149,101,2,0,0,0,40,3,0,0,1,0,0,1,5,Ryan Blakney,"A.Jurado (4-46), B.Martin (2), J.Leclerc (3), C.Martin (4), S.Kelley (0-L)",0.27100681302043905,0.4621498864496594,0.3429433456252095,0.8050932320748689,1.4625147579693034,4.708982290436836,0.631175468483816,0.21239530988274707,8.420897284533648,2.3053707137922257,1.487603305785124,TEX,2019
77,77,Jun 22,,CHW,"W,6-5",38,35,6,14,3,0,2,6,3,0,5,0,0,0,1,0,1,0,.255,.333,.448,.782,8,10,R,O.Despaigne(26),0.2532576010691614,9.0,7,5,5,0,1,8,1,0,4.89,35,138,89,0,0,0,0,34,3,0,0,0,0,0,0,3,Ed Hickox,"L.Lynn (4-50-W), J.Leclerc (0-H), C.Martin (0-Sv)",0.2701793721973094,0.461136023916293,0.34161696487740223,0.8027529887936953,1.4549956306437517,4.689385959801923,0.6313352416231689,0.21258278145695364,8.415380133993592,2.3260026810622803,1.4812117681328283,TEX,2019
78,78,Jun 23,,CHW,"W,7-4",35,32,7,11,3,0,2,7,1,0,9,0,1,1,1,0,2,1,.257,.334,.450,.784,4,9,R,I.Nova(45),0.2533025099075297,9.0,10,4,3,1,3,7,0,0,4.87,38,149,95,5,2,0,0,34,0,0,0,0,1,1,3,4,Carlos Torres,"A.Sampson (4-62-W), P.Fairbanks (4), B.Martin (1-H), S.Kelley (1-Sv)",0.27047970479704797,0.45904059040590406,0.3416230366492147,0.8006636270551187,1.4548591144335825,4.663108683151236,0.6314126548598986,0.21223021582733814,8.397067280046004,2.3260815024551094,1.4620471535365152,TEX,2019
79,79,Jun 25,@,DET,"W,5-3",41,37,5,12,2,0,1,5,1,0,7,1,0,2,1,0,0,1,.257,.334,.450,.784,9,9,R,J.Zimmermann(38),0.25219941348973607,9.0,6,3,2,1,3,10,1,0,4.83,36,133,91,0,0,0,0,33,0,1,0,0,0,0,0,4,James Hoye,"J.Chavez (5-68-W), L.St. John (99-H), J.Leclerc (2), S.Miller (5)",0.26941305140357275,0.4575282537367845,0.3405562742561449,0.7980845279929294,1.449049105875674,4.64743741129719,0.6319901315789473,0.2129928894634777,8.417541867726369,2.3367965674976063,1.456145330684076,TEX,2019
80,80,Jun 26,@,DET,"W,4-1",36,32,4,8,2,0,3,4,3,1,12,0,0,1,0,2,0,0,.257,.333,.452,.785,5,9,L,M.Boyd(61),0.2531400966183575,9.0,5,1,1,0,2,7,1,0,4.78,32,108,73,,,0,0,30,1,0,0,0,0,0,2,1,Mark Carlson,M.Minor (5-78-W),0.2683014785430941,0.4558240173097728,0.3393085787451985,0.7951325960549713,1.4405829596412556,4.636365470852018,0.6323769155526573,0.21305182341650672,8.399663677130045,2.3449878525404038,1.4503923766816142,TEX,2019
81,81,Jun 27,@,DET,"W,3-1",35,30,3,5,1,0,2,3,3,0,13,0,1,1,0,0,0,0,.256,.332,.452,.784,5,10,R,S.Turnbull(52),0.25445859872611465,9.0,9,1,1,0,1,7,0,1,4.74,36,138,99,0,0,0,0,33,3,0,0,0,1,0,2,3,Tripp Gibson,"A.Jurado (5-68-W), C.Martin (4-H), S.Kelley (3-Sv)",0.2683535281539558,0.4547398431931575,0.33892405063291137,0.793663893826069,1.4364793800166067,4.603427068917797,0.6333225858455586,0.21283997469955723,8.382230833102685,2.3613206554155997,1.4323277055078882,TEX,2019
82,82,Jun 28,@,TBR,"W,5-0",38,33,5,8,2,1,0,4,5,0,6,0,0,0,0,0,0,1,.256,.332,.451,.783,6,11,R,Y.Chirinos(49),0.2533039647577093,9.0,3,0,0,0,2,11,0,0,4.68,32,125,80,0,0,0,0,30,1,0,0,0,0,0,1,2,Paul Emmel,"L.Lynn (5-85-W), J.Leclerc (2)",0.26657263751763044,0.4513399153737659,0.33709273182957394,0.7884326472033398,1.4256424275560415,4.564464734827775,0.6333891947969037,0.21415153412648716,8.414434117003827,2.383192223267482,1.41470749043193,TEX,2019
83,83,Jun 29,@,TBR,"L,2-5",34,31,2,5,2,0,0,1,2,0,6,0,1,0,0,0,0,0,.255,.331,.448,.779,5,9,L,B.McKay(72),0.2524906600249066,8.0,7,5,5,0,3,12,3,0,4.69,34,141,89,0,0,0,0,31,2,0,0,0,0,0,0,3,Mike Estabrook,"A.Sampson (5-55-L), P.Fairbanks (5), L.St. John (3)",0.2661318451342867,0.45273805371468434,0.33663980161190327,0.7893778553265876,1.4237425635478638,4.582307193077339,0.633364898989899,0.21561338289962825,8.46944294213088,2.3999172442329577,1.435911303407247,TEX,2019
84,84,Jun 30,@,TBR,"L,2-6",30,29,2,4,0,0,1,2,0,0,17,0,1,0,0,0,0,1,.254,.329,.446,.775,1,12,L,B.Snell(70),0.2553979025293029,8.0,9,6,4,2,1,13,1,1,4.69,36,134,90,0,0,2,0,33,4,1,0,0,1,1,0,3,Bruce Dreckman,"J.Chavez (4-56-L), B.Martin (6), J.Leclerc (1)",0.26620689655172414,0.45379310344827584,0.3362967504598406,0.7900898539081165,1.4218833600856073,4.554288924558588,0.6337654224582228,0.21721813725490197,8.535313001605136,2.436342393732174,1.4325842696629214,TEX,2019
85,85,Jul 2,,LAA,"L,4-9",36,30,4,6,2,0,1,3,3,0,10,1,0,2,1,1,5,1,.253,.329,.445,.774,5,10,L,J.Suarez(51),0.2556436851738865,9.0,8,9,9,0,11,9,1,2,4.74,50,249,147,4,4,1,0,36,2,0,0,0,1,2,0,6,Ron Kulpa,"M.Minor (5-47), B.Martin (1), P.Fairbanks (2-L), J.Leclerc (1), J.Biddle (9), L.St. John (2)",0.2656675749318801,0.4526566757493188,0.33756038647342995,0.7902170622227487,1.430081945545863,4.575353423209093,0.6329375718115664,0.21665660832830416,8.540840602696273,2.3774047216979572,1.4274385408406027,TEX,2019
86,86,Jul 3,,LAA,"L,2-6",34,31,2,4,1,0,1,2,2,0,16,0,0,1,1,0,0,0,.252,.327,.443,.770,5,9,R,J.Barria(57),0.2578502415458937,9.0,12,6,6,0,1,11,2,0,4.75,38,149,96,1,0,0,0,37,3,0,0,0,0,0,2,3,Marty Foster,"A.Jurado (5-40-L), P.Valdez (24), C.Martin (5)",0.26639757820383453,0.45408678102926336,0.33761194029850744,0.7916987213277709,1.4302507836990594,4.568493207941484,0.633065737655256,0.2174821002386635,8.56974921630094,2.405861192699911,1.4341692789968652,TEX,2019
87,87,Jul 4,,LAA,"W,9-3",43,37,9,14,4,0,2,9,5,0,12,0,0,1,1,0,1,0,.254,.329,.446,.774,10,10,R,G.Canning(25),0.2581222056631893,9.0,10,3,3,0,2,6,1,0,4.73,39,148,98,0,0,0,0,37,1,0,0,0,0,0,0,3,Tom Woodring,"L.Lynn (5-56-W), C.Martin (0), L.St. John (1)",0.2664451827242525,0.453156146179402,0.33726763056948955,0.7904237767488915,1.429124709527498,4.561792408985283,0.6333882564409826,0.21675022117369508,8.53989155693261,2.4097570571456672,1.429124709527498,TEX,2019
88,88,Jul 5,@,MIN,"L,6-15",37,35,6,10,2,0,2,6,2,0,3,0,0,0,0,2,0,0,.254,.329,.447,.775,4,10,L,M.Perez(43),0.25619103773584906,8.0,20,15,15,0,2,9,4,1,4.86,45,160,102,2,0,0,0,42,9,0,0,0,0,0,2,4,Brennan Miller,"A.Sampson (5-15-L), J.Biddle (2), B.Martin (2), L.St. John (0)",0.26933158584534733,0.46035386631716907,0.33954571927781013,0.7998995855949792,1.442627140301559,4.599126501405571,0.6334369449378331,0.21653084982537835,8.556095067722975,2.4233738314712876,1.4605162279580883,TEX,2019
