Rk,Gtm,Date,Var.4,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,X.,Thr,Opp..Starter..GmeSc.,SOPercH,IP,HA,RA,ER,UER,BBA,OSO,HRA,HBPA,ERA,BF,Pit,Str,IR,IS,SBA,CSA,ABA,2BA,3BA,IBBA,SHA,SFA,ROEA,DPT,NumPitchers,Umpire,Pitchers Used (Rest-GameScore-Dec),BAA,SLGA,OBPA,OPSA,WHIP,FIP,StrPerc,SOPerc,K_9,K_BB,HR_9,team,Year
1,1,Mar 29,,HOU,"L,1-4",34,31,1,6,1,0,0,0,2,0,9,1,0,0,0,1,0,0,.194,.265,.226,.491,6,9,R,J.Verlander(67),0.2647058823529412,9.0,6,4,4,0,6,13,2,0,4.00,37,145,85,1,0,0,0,30,2,0,0,0,1,0,2,5,Jerry Meals,"C.Hamels (99-50-L), J.Leclerc (99), C.Martin (99), M.Bush (99), K.Jepsen (99)",0.2,0.4666666666666667,0.32432432432432434,0.790990990990991,1.3333333333333333,5.161,0.5862068965517241,0.35135135135135137,13,2.1630615640599,2,TEX,2018
2,2,Mar 30,,HOU,"W,5-1",35,31,5,10,3,0,1,5,2,0,6,0,0,2,1,2,0,0,.258,.304,.371,.675,6,9,L,D.Keuchel(49),0.21739130434782608,9.0,5,1,1,0,5,6,0,0,2.50,36,138,83,3,0,0,0,31,2,0,0,0,0,1,3,5,Ron Kulpa,"D.Fister (99-55-W), C.Martin (0-H), A.Claudio (99-H), K.Jepsen (0), K.Kela (99)",0.18032786885245902,0.3442622950819672,0.3013698630136986,0.6456321580956659,1.2222222222222223,4.3276666666666666,0.5936395759717314,0.2602739726027397,9.5,1.7257039055404177,1,TEX,2018
3,3,Mar 31,,HOU,"L,3-9",36,32,3,5,1,0,1,3,4,0,13,0,0,0,0,0,0,0,.223,.286,.340,.626,6,10,R,L.McCullers(61),0.26666666666666666,9.0,14,9,9,0,4,9,2,0,4.67,45,183,112,2,1,0,0,40,4,0,0,0,1,0,0,6,Ed Hickox,"M.Moore (99-38-L), N.Gardewine (99), J.Chavez (99), J.Diekman (99), J.Leclerc (1), M.Bush (1)",0.24752475247524752,0.44554455445544555,0.3389830508474576,0.7845276053029031,1.4814814814814814,4.679518518518519,0.6008583690987125,0.23728813559322035,9.333333333333334,1.8654230512991339,1.3333333333333333,TEX,2018
4,4,Apr 1,,HOU,"L,2-8",33,30,2,4,1,0,2,2,3,0,12,0,0,0,0,1,0,0,.202,.268,.347,.615,4,10,R,G.Cole(77),0.2898550724637681,9.0,13,8,8,0,2,11,0,1,5.50,43,181,123,2,2,2,0,39,5,1,0,0,1,0,0,5,Gabe Morales,"M.Minor (99-53-L), C.Martin (1), A.Claudio (1), K.Jepsen (1), N.Gardewine (0)",0.2714285714285714,0.4642857142857143,0.34782608695652173,0.812111801242236,1.5277777777777777,3.8554444444444442,0.6228748068006182,0.2422360248447205,9.75,2.2927689594356258,1,TEX,2018
5,5,Apr 2,@,OAK,"L,1-3",39,35,1,7,0,0,0,1,4,0,11,0,0,0,1,0,2,0,.201,.271,.314,.586,11,10,R,A.Triggs(60),0.288135593220339,8.0,9,3,3,0,3,7,1,0,5.11,34,129,85,2,2,0,0,31,2,0,0,0,0,0,1,4,D.J. Reyburn,"B.Colon (99-57), K.Jepsen (0-L), J.Diekman (1), M.Bush (1)",0.27485380116959063,0.4619883040935672,0.3487179487179487,0.8107062528115159,1.5227272727272727,3.911,0.6288659793814433,0.2358974358974359,9.409090909090908,2.2988505747126435,1.0227272727272727,TEX,2018
6,6,Apr 3,@,OAK,"W,4-1",34,32,4,10,2,0,1,4,2,0,2,0,0,0,0,1,0,3,.220,.284,.340,.625,3,9,R,K.Graveman(35),0.25118483412322273,9.0,8,1,1,0,3,13,1,1,4.42,38,154,91,0,0,1,0,34,1,0,0,0,0,0,1,4,Sam Holbrook,"C.Hamels (4-63-W), A.Claudio (1-H), C.Martin (1-H), K.Kela (3-Sv)",0.2682926829268293,0.44390243902439025,0.34334763948497854,0.7872500785093688,1.471698113207547,3.708169811320755,0.6225806451612903,0.2532188841201717,10.018867924528301,2.564102564102564,1.0188679245283019,TEX,2018
7,7,Apr 4,@,OAK,"L,2-6",31,29,2,4,0,0,1,2,1,0,4,1,0,0,0,2,0,0,.209,.273,.327,.600,2,9,L,S.Manaea(75),0.23553719008264462,8.0,9,6,3,3,5,10,0,1,4.28,38,152,86,4,0,1,0,31,4,0,0,0,1,0,0,3,Ryan Blakney,"D.Fister (4-36-L), J.Chavez (3), J.Leclerc (3)",0.2711864406779661,0.4406779661016949,0.3505535055350554,0.7912314716367503,1.5081967213114753,3.5544426229508197,0.6146025878003697,0.25461254612546125,10.180327868852459,2.4634059264548376,0.8852459016393442,TEX,2018
8,8,Apr 5,@,OAK,"W,6-3",38,35,6,10,2,0,1,4,2,0,4,0,1,0,1,0,0,2,.220,.280,.341,.621,5,9,R,D.Mengden(45),0.21785714285714286,9.0,12,3,3,0,2,5,0,1,4.11,40,142,89,4,1,0,0,35,1,0,0,0,2,0,1,6,Jim Wolf,"M.Perez (99-37-W), K.Jepsen (2-H), M.Bush (2-H), J.Diekman (2-H), C.Martin (1-H), K.Kela (1-Sv)",0.28044280442804426,0.4317343173431734,0.3536977491961415,0.7854320665393149,1.5142857142857142,3.4467142857142856,0.6160130718954249,0.2379421221864952,9.514285714285714,2.4658447184271908,0.7714285714285715,TEX,2018
9,9,Apr 6,,TOR,"L,5-8",39,38,5,13,3,0,1,5,1,0,8,0,0,0,0,1,0,0,.235,.289,.362,.651,7,10,R,M.Estrada(64),0.21630094043887146,9.0,9,8,7,1,6,7,2,1,4.44,43,170,94,2,2,0,0,34,1,0,0,0,2,0,0,4,John Tumpane,"M.Moore (5-25-L), J.Chavez (1), M.Bush (0), A.Claudio (2)",0.2786885245901639,0.4360655737704918,0.3559322033898305,0.7919977771603224,1.5316455696202531,3.7939113924050636,0.6083213773314203,0.2288135593220339,9.227848101265822,2.2493751735628993,0.9113924050632911,TEX,2018
10,10,Apr 7,,TOR,"W,5-1",36,30,5,8,2,0,0,5,5,0,6,0,0,1,0,1,0,0,.238,.297,.359,.656,7,9,R,M.Stroman(30),0.2112676056338028,9.0,2,1,1,0,3,9,1,0,4.09,30,129,77,0,0,0,0,27,0,1,0,0,0,0,2,3,Mark Wegner,"M.Minor (5-69-W), K.Jepsen (1), J.Diekman (1)",0.2620481927710843,0.42168674698795183,0.3411458333333333,0.7628325803212852,1.4318181818181819,3.774636363636364,0.6073539067629679,0.234375,9.204545454545455,2.3071007433991286,0.9204545454545454,TEX,2018
11,11,Apr 8,,TOR,"L,4-7",42,35,4,9,4,0,1,4,5,0,9,1,1,0,0,0,0,0,.240,.304,.369,.673,11,11,L,J.Garcia(49),0.21158690176322417,9.0,11,7,5,2,2,10,2,0,4.18,39,147,101,1,1,0,0,37,1,0,0,0,0,2,2,4,Jim Reynolds,"C.Hamels (4-31-L), C.Martin (2), B.Colon (5), A.Claudio (1)",0.26558265582655827,0.4281842818428184,0.3404255319148936,0.768609813757712,1.4329896907216495,3.8414123711340205,0.61437125748503,0.2364066193853428,9.278350515463918,2.43842965130456,1.0206185567010309,TEX,2018
12,12,Apr 9,,LAA,"L,3-8",41,35,3,8,1,0,1,3,6,0,10,0,0,0,0,0,1,0,.239,.307,.366,.674,11,10,R,G.Richards(52),0.2146118721461187,9.0,13,8,7,1,2,7,1,1,4.42,43,162,100,5,2,0,0,40,1,0,0,0,0,1,1,6,Angel Hernandez,"D.Fister (4-48-L), A.Claudio (0), M.Bush (2), J.Diekman (1), K.Jepsen (1), K.Kela (3)",0.2713936430317848,0.4278728606356968,0.34334763948497854,0.7712205001206753,1.4528301886792452,3.8308113207547168,0.6146288209606987,0.2296137339055794,9.084905660377359,2.487793536386887,1.0188679245283019,TEX,2018
13,13,Apr 10,,LAA,"L,1-11",39,35,1,7,1,0,0,1,4,0,10,0,0,0,1,0,0,0,.236,.305,.355,.660,11,11,L,T.Skaggs(56),0.2180293501048218,9.0,18,11,11,0,4,6,2,0,4.93,46,174,99,2,2,0,0,41,1,0,0,0,1,0,2,3,Todd Tichenor,"M.Perez (4-7-L), J.Chavez (3), B.Colon (1)",0.2866666666666667,0.4444444444444444,0.35546875,0.7999131944444444,1.5304347826086957,4.004478260869565,0.6106679960119641,0.220703125,8.843478260869565,2.4037438842799403,1.0956521739130434,TEX,2018
14,14,Apr 11,,LAA,"L,2-7",40,32,2,5,0,0,1,2,6,0,9,2,0,0,0,0,1,0,.230,.307,.348,.655,11,10,R,J.Barria(61),0.218568665377176,9.0,9,7,5,2,6,2,0,2,4.94,43,164,94,3,2,3,0,34,0,2,0,0,1,1,1,6,Alan Porter,"M.Moore (4-40-L), M.Bush (1), J.Diekman (1), C.Martin (2), T.Barnette (99), A.Claudio (1)",0.28512396694214875,0.44008264462809915,0.35855855855855856,0.7986412031866577,1.5403225806451613,4.0561612903225805,0.6078341013824885,0.2072072072072072,8.346774193548388,2.1694019996227127,1.0161290322580645,TEX,2018
15,15,Apr 13,@,HOU,"L,2-3",36,33,2,6,0,0,2,2,1,0,17,2,0,0,0,0,0,0,.227,.303,.349,.652,7,10,R,G.Cole(76),0.23508137432188064,8.0,8,3,2,1,3,9,2,0,4.77,36,141,86,1,0,1,0,33,0,0,0,0,0,1,0,4,Phil Cuzzi,"C.Hamels (4-57), C.Martin (1), K.Jepsen (3-L), J.Diekman (1)",0.28239845261121854,0.43907156673114117,0.3553299492385787,0.7944015159697199,1.5303030303030303,4.13069696969697,0.6079619212462137,0.2098138747884941,8.454545454545455,2.2138903767184432,1.0909090909090908,TEX,2018
16,16,Apr 14,@,HOU,"W,6-5",43,40,6,11,2,0,4,6,3,1,15,0,0,0,0,1,0,0,.231,.305,.370,.674,7,10,R,C.Morton(63),0.24328859060402686,10.0,8,5,5,0,3,7,1,1,4.75,42,183,114,2,0,0,0,38,2,0,0,0,0,1,1,6,Tom Hallion,"M.Minor (6-38), T.Barnette (2), M.Bush (2), K.Kela (4-W), C.Martin (0-H), A.Claudio (2-Sv)",0.2774774774774775,0.43243243243243246,0.35071090047393366,0.7831433329063662,1.5,4.1187464788732395,0.6090617481956696,0.20695102685624012,8.30281690140845,2.2199627181833588,1.0774647887323943,TEX,2018
17,17,Apr 15,@,HOU,"W,3-1",37,35,3,5,2,0,1,3,1,0,12,1,0,0,0,0,0,0,.225,.298,.364,.662,4,9,R,J.Verlander(86),0.2480252764612954,10.0,3,1,1,0,2,10,0,0,4.50,36,148,96,1,0,1,0,33,1,0,0,0,1,1,0,4,Adam Hamari,"B.Colon (4-79), A.Claudio (0), K.Kela (0-W), J.Diekman (1-Sv)",0.26700680272108845,0.41496598639455784,0.3393124065769806,0.7542783929715384,1.4342105263157894,3.9636315789473686,0.6112793338380015,0.21076233183856502,8.348684210526315,2.3110965415505658,1.006578947368421,TEX,2018
18,18,Apr 16,@,TBR,"L,4-8",35,34,4,8,0,0,2,4,1,0,11,0,0,0,0,1,0,0,.226,.296,.367,.663,4,10,L,B.Snell(68),0.25149700598802394,8.0,13,8,7,1,4,8,2,0,4.67,41,144,94,0,0,1,0,37,2,0,0,0,0,1,1,2,Mike Estabrook,"M.Perez (5-13-L), J.Chavez (5)",0.272,0.424,0.3436619718309859,0.7676619718309858,1.46875,4.061,0.613424264178033,0.20985915492957746,8.38125,2.291955083833256,1.06875,TEX,2018
19,19,Apr 17,@,TBR,"W,7-2",44,37,7,12,2,0,1,7,4,0,5,0,0,3,1,0,0,0,.232,.300,.372,.672,10,9,R,Y.Chirinos(31),0.24297752808988765,9.0,7,2,1,1,2,8,1,2,4.47,35,119,81,0,0,0,0,31,0,0,0,0,0,1,3,3,Alfonso Marquez,"M.Moore (5-69-W), K.Jepsen (3), M.Bush (2)",0.2698170731707317,0.4192073170731707,0.3422818791946309,0.7614891962678016,1.4437869822485208,4.030822485207101,0.6161790017211703,0.21073825503355706,8.36094674556213,2.3429338904641095,1.0650887573964498,TEX,2018
20,20,Apr 18,@,TBR,"L,2-4",35,32,2,6,1,0,1,2,3,1,11,0,0,0,0,1,0,0,.230,.298,.370,.668,6,10,R,J.Faria(63),0.2463186077643909,8.0,9,4,4,0,0,6,0,1,4.47,35,114,78,2,0,1,0,33,4,0,0,0,1,1,0,3,Bruce Dreckman,"C.Hamels (4-47-L), C.Martin (3), A.Claudio (2)",0.26995645863570394,0.41799709724238027,0.33974358974358976,0.75774068698597,1.4293785310734464,3.92371186440678,0.6187479297780722,0.20897435897435898,8.288135593220339,2.4324727652589164,1.0169491525423728,TEX,2018
21,21,Apr 20,,SEA,"L,2-6",36,31,2,6,1,0,0,2,3,0,11,2,0,0,0,2,0,0,.228,.298,.363,.662,7,10,R,F.Hernandez(55),0.24904214559386972,9.0,14,6,6,0,2,9,1,1,4.55,43,173,112,3,1,3,1,38,5,0,1,2,0,1,1,6,Eric Cooper,"M.Minor (5-57), K.Jepsen (2), A.Claudio (1-H), C.Martin (1-BSv), K.Kela (4-L), J.Diekman (4)",0.2751031636863824,0.4264099037138927,0.34264884568651277,0.7690587494004055,1.446236559139785,3.8921827956989246,0.6203007518796992,0.20899149453219928,8.32258064516129,2.492392406897551,1.0161290322580645,TEX,2018
22,22,Apr 21,,SEA,"L,7-9",47,36,7,10,6,0,0,7,8,0,9,1,1,1,1,0,1,0,.230,.305,.367,.672,13,11,L,J.Paxton(33),0.2457831325301205,9.0,13,9,9,0,2,5,3,1,4.75,41,134,88,2,0,0,1,37,2,0,0,0,1,0,1,5,Gary Cederstrom,"B.Colon (5-40), M.Bush (3-H), A.Claudio (0-BL), C.Martin (0), J.Leclerc (16)",0.2787958115183246,0.43717277486910994,0.3449074074074074,0.7820801822765173,1.4564102564102563,4.037923076923077,0.6217678893565844,0.2048611111111111,8.169230769230769,2.4926066751161806,1.1076923076923078,TEX,2018
23,23,Apr 22,,SEA,"W,7-4",36,32,7,8,3,0,2,7,3,1,4,1,0,0,0,0,0,0,.231,.306,.374,.680,5,10,R,E.Ramirez(34),0.24018475750577367,9.0,10,4,3,1,3,9,1,1,4.68,43,160,94,1,0,0,0,39,3,1,0,0,0,2,0,5,Jansen Visconti,"M.Perez (5-53-W), M.Bush (0-H), J.Diekman (1-H), K.Jepsen (1-H), K.Kela (1-Sv)",0.2777085927770859,0.4383561643835616,0.3439911797133407,0.7823473440969023,1.4558823529411764,4.018843137254902,0.6201950659781985,0.20507166482910694,8.205882352941176,2.5131738954195377,1.1029411764705883,TEX,2018
24,24,Apr 23,,OAK,"L,4-9",34,32,4,7,3,0,1,3,2,0,9,0,0,0,0,1,3,1,.231,.304,.375,.680,3,9,R,T.Cahill(51),0.2411111111111111,9.0,14,9,9,0,7,4,1,1,4.86,46,161,98,6,2,0,0,38,3,2,1,0,0,0,2,6,Greg Gibson,"M.Moore (5-41), J.Leclerc (1), M.Bush (0), A.Claudio (1), K.Jepsen (0-L), J.Chavez (6)",0.28180737217598095,0.4470868014268728,0.35047219307450156,0.7975589945013744,1.4929577464788732,4.104661971830986,0.6196874143131341,0.1993704092339979,8.028169014084508,2.3453894580915935,1.0985915492957747,TEX,2018
25,25,Apr 24,,OAK,"L,2-3",35,31,2,6,1,0,0,2,2,0,8,1,0,1,0,1,0,0,.229,.303,.370,.672,6,10,R,A.Triggs(65),0.24064171122994651,9.0,8,3,3,0,4,8,1,4,4.78,41,155,95,1,1,1,0,33,4,0,0,0,0,0,0,4,Vic Carapazza,"C.Hamels (5-58-L), M.Bush (0), J.Diekman (1), C.Martin (2)",0.2803203661327231,0.4473684210526316,0.352112676056338,0.7994810971089696,1.4864864864864864,4.106945945945946,0.6194108364018938,0.19919517102615694,8.027027027027026,2.3291377485001763,1.0945945945945945,TEX,2018
26,26,Apr 25,,OAK,"W,4-2",37,32,4,8,1,1,0,4,5,0,11,0,0,0,1,1,1,0,.230,.304,.369,.673,9,9,R,K.Graveman(51),0.24279835390946503,9.0,4,2,2,0,3,8,1,0,4.68,34,151,97,1,0,0,0,31,0,0,0,0,0,1,0,5,Jordan Baker,"D.Fister (15-48), J.Chavez (1-W), A.Claudio (1-H), C.Martin (0-H), K.Kela (2-Sv)",0.2751381215469613,0.4397790055248619,0.3472762645914397,0.7870552701163016,1.4588744588744589,4.096064935064935,0.6202883885656464,0.20038910505836577,8.025974025974026,2.3406431087376434,1.0909090909090908,TEX,2018
27,27,Apr 27,@,TOR,"W,6-4",38,34,6,10,2,0,1,6,2,0,7,0,2,0,0,0,0,1,.232,.305,.372,.677,5,9,R,M.Stroman(31),0.24059405940594059,9.0,10,4,4,0,1,5,0,1,4.65,38,129,85,1,0,0,0,36,5,1,0,0,0,1,0,5,Mike Muchlinski,"M.Minor (6-42-W), K.Jepsen (3-H), A.Claudio (1-H), C.Martin (1-H), K.Kela (1-Sv)",0.27523910733262485,0.4410201912858661,0.34615384615384615,0.7871740374397123,1.45,4.031833333333333,0.6215090641842235,0.19793621013133209,7.9125,2.3705201662734523,1.05,TEX,2018
28,28,Apr 28,@,TOR,"W,7-4",41,36,7,9,1,1,3,5,5,0,12,0,0,0,1,1,2,0,.233,.307,.380,.687,7,9,L,J.Garcia(44),0.24262607040913417,9.0,7,4,4,0,1,4,3,0,4.63,35,130,84,1,0,0,0,34,1,1,0,0,0,0,0,4,Mike Winters,"B.Colon (6-55-W), J.Diekman (3-H), K.Jepsen (0), K.Kela (0-Sv)",0.27282051282051284,0.4451282051282051,0.3424159854677566,0.7875441905959617,1.429718875502008,4.1369036144578315,0.622269705603039,0.1952770208900999,7.771084337349397,2.388623486279302,1.1204819277108433,TEX,2018
29,29,Apr 29,@,TOR,"L,2-7",32,32,2,6,2,0,1,2,0,0,12,0,0,0,0,0,1,0,.232,.303,.378,.682,3,9,L,J.Happ(68),0.24653739612188366,8.0,9,7,6,1,5,5,3,1,4.69,36,132,79,2,2,0,0,28,1,0,0,0,2,1,2,4,Tim Timmons,"M.Perez (6-34-L), T.Barnette (14), J.Diekman (0), M.Moore (5)",0.2741774675972084,0.45164506480558325,0.3447669305189094,0.7964119953244926,1.4396887159533074,4.277731517509728,0.6215469613259669,0.19349164467897978,7.7042801556420235,2.3155457320282076,1.1906614785992218,TEX,2018
30,30,Apr 30,@,CLE,"L,5-7",41,35,5,9,3,0,1,5,5,1,14,1,0,0,0,0,0,1,.233,.306,.380,.686,9,10,R,T.Bauer(66),0.25,8.0,12,7,6,1,4,11,0,1,4.75,41,163,99,6,2,1,0,35,2,0,0,1,0,0,1,6,Gerry Davis,"C.Hamels (5-58), J.Leclerc (6), A.Claudio (2), K.Jepsen (1), C.Martin (2-BL), J.Chavez (4)",0.2764932562620424,0.44990366088631983,0.3471986417657046,0.7971023026520244,1.4566037735849056,4.206283018867925,0.6210339471932549,0.1960950764006791,7.845283018867924,2.333097666902333,1.1547169811320754,TEX,2018
31,31,May 1,@,CLE,"W,8-6",54,51,8,15,4,0,4,8,2,0,16,1,0,0,0,0,1,0,.236,.307,.391,.698,10,12,R,M.Clevinger(54),0.25212224108658743,12.0,13,6,4,2,3,7,1,1,4.68,52,186,114,2,0,0,0,48,3,0,0,0,0,1,2,5,Pat Hoberg,"D.Fister (5-60), J.Diekman (1), J.Leclerc (0), K.Kela (2), A.Claudio (0-W)",0.27624309392265195,0.44751381215469616,0.3463414634146341,0.7938552755693302,1.4512635379061372,4.189880866425993,0.6207116982740252,0.19349593495934958,7.7328519855595665,2.3331045975884717,1.1371841155234657,TEX,2018
32,32,May 2,@,CLE,"L,4-12",34,33,4,8,1,0,3,4,1,0,7,0,0,0,0,2,0,0,.236,.306,.396,.702,3,11,R,C.Kluber(59),0.2508250825082508,8.0,15,12,12,0,2,5,5,1,4.93,42,159,103,0,0,0,0,38,4,1,0,0,1,0,0,3,Chris Segal,"M.Moore (2--1-L), N.Gardewine (30), J.Chavez (1)",0.2802491103202847,0.46441281138790036,0.3490566037735849,0.8134694151614852,1.4701754385964911,4.375035087719298,0.6215993404781534,0.19103773584905662,7.673684210526316,2.3363138159792327,1.263157894736842,TEX,2018
33,33,May 3,,BOS,"W,11-5",40,35,11,11,2,1,1,10,3,0,9,1,0,1,2,1,0,0,.238,.308,.400,.708,5,9,L,D.Price(19),0.25,9.0,9,5,5,0,4,6,1,0,4.93,41,148,88,1,0,0,0,36,2,0,0,0,1,1,0,3,Phil Cuzzi,"M.Minor (5-47-W), J.Leclerc (1), T.Barnette (3)",0.2793103448275862,0.46206896551724136,0.3480578827113481,0.8101268482285895,1.469387755102041,4.38208843537415,0.6208,0.18964204112718963,7.622448979591836,2.305342097953893,1.2551020408163265,TEX,2018
34,34,May 4,,BOS,"L,1-5",31,30,1,4,1,0,1,1,1,0,12,0,0,0,0,1,0,0,.235,.304,.396,.701,3,9,R,R.Porcello(69),0.2533125487139517,9.0,7,5,5,0,1,7,4,0,4.93,35,130,91,0,0,0,0,34,1,0,0,0,0,0,0,3,Adam Hamari,"B.Colon (5-55-L), J.Diekman (2), J.Chavez (1)",0.27721943048576214,0.4656616415410385,0.3449554896142433,0.8106171311552819,1.4521452145214522,4.48113201320132,0.6228070175438597,0.18991097922848665,7.603960396039604,2.3484084028988166,1.3366336633663367,TEX,2018
35,35,May 5,,BOS,"L,5-6",36,33,5,6,1,0,3,5,3,1,17,0,0,0,0,0,0,0,.234,.303,.399,.702,4,10,L,E.Rodriguez(52),0.25928733889310085,9.0,9,6,5,1,3,6,1,0,4.93,40,152,94,2,1,0,0,35,2,1,0,1,1,2,1,5,Adrian Johnson,"C.Hamels (4-55), J.Leclerc (1-H), A.Claudio (3-BSv), K.Jepsen (4), K.Kela (3-L)",0.2766476810414972,0.46541903986981287,0.34365994236311237,0.8090789822329252,1.4487179487179487,4.475102564102564,0.62268080272624,0.18876080691642652,7.5576923076923075,2.3390768681367735,1.3269230769230769,TEX,2018
36,36,May 6,,BOS,"L,1-6",35,32,1,5,0,0,1,1,1,0,14,2,0,0,1,1,2,0,.232,.301,.395,.696,7,9,L,C.Sale(76),0.26292466765140327,9.0,10,6,6,0,2,7,2,1,4.96,39,144,95,0,0,0,0,36,2,0,0,0,0,0,0,3,Dan Bellino,"D.Fister (4-34-L), J.Chavez (1), T.Barnette (2)",0.2766798418972332,0.466403162055336,0.3433777154870357,0.8097808775423717,1.4454828660436136,4.4943333333333335,0.6236638407666789,0.1885073580939033,7.542056074766355,2.359442154197,1.3457943925233644,TEX,2018
37,37,May 7,,DET,"W,7-6",35,31,7,7,2,1,1,7,4,0,10,0,0,0,1,0,0,0,.232,.301,.396,.697,4,9,R,M.Fulmer(45),0.2634989200863931,9.0,13,6,5,1,3,9,1,0,4.96,44,152,103,0,0,0,0,41,4,0,0,0,0,2,1,5,Alan Porter,"M.Moore (4-34), T.Barnette (0), J.Leclerc (1-W), J.Diekman (2-H), K.Kela (1-Sv)",0.277947932618683,0.4670750382848392,0.34398368456832085,0.81105872285316,1.4545454545454546,4.470090909090909,0.62513445679455,0.18898708361658736,7.581818181818182,2.3758653106572085,1.3363636363636364,TEX,2018
38,38,May 8,,DET,"L,4-7",37,36,4,11,1,0,1,4,1,0,11,0,0,0,0,2,0,0,.234,.302,.397,.699,6,10,R,M.Fiers(53),0.2643758765778401,9.0,9,7,6,1,3,5,3,2,4.99,40,150,96,0,0,0,1,34,2,0,0,0,1,1,1,3,Bill Miller,"M.Minor (4-47-L), A.Claudio (2), K.Jepsen (2)",0.27761194029850744,0.4701492537313433,0.3441429516876241,0.8142922054189674,1.4513274336283186,4.5474306784660765,0.6255237430167597,0.1872931833223031,7.513274336283186,2.3581368219315055,1.3805309734513274,TEX,2018
39,39,May 9,,DET,"W,5-4",39,27,5,7,0,1,2,5,7,1,8,2,2,1,0,2,1,0,.234,.305,.400,.705,7,10,L,F.Liriano(41),0.2627986348122867,10.0,10,4,3,1,3,14,1,0,4.93,44,188,115,4,0,0,0,39,3,1,0,1,1,2,1,6,Angel Hernandez,"B.Colon (4-48), J.Chavez (2), J.Leclerc (1), K.Jepsen (0), J.Diekman (1), K.Kela (1-W)",0.27701232777374907,0.4699057287889775,0.3427652733118971,0.8126710021008746,1.4469914040114613,4.4905128939828085,0.6250845165652468,0.1909967845659164,7.659025787965616,2.4144378505812534,1.3667621776504297,TEX,2018
40,40,May 11,@,HOU,"W,1-0",33,30,1,5,2,0,0,1,2,0,11,0,0,1,0,0,0,1,.233,.303,.396,.699,5,9,R,J.Verlander(67),0.2643524699599466,9.0,1,0,0,0,5,8,0,2,4.80,34,147,88,1,0,1,0,27,0,0,0,0,0,1,2,4,Greg Gibson,"C.Hamels (5-72-W), J.Diekman (1-H), J.Leclerc (1-H), K.Kela (1-Sv)",0.2724039829302987,0.4615931721194879,0.3404657016991819,0.8020588738186698,1.4273743016759777,4.454296089385474,0.6244433448787728,0.1919446192573946,7.667597765363128,2.382626357315835,1.3324022346368716,TEX,2018
41,41,May 12,@,HOU,"L,1-6",31,31,1,4,2,0,1,1,0,0,16,0,0,0,0,0,0,0,.230,.300,.394,.693,3,9,R,C.Morton(79),0.2694571615434925,8.0,8,6,5,1,3,4,3,1,4.82,34,132,74,2,1,1,0,30,3,0,0,0,0,0,2,3,Jansen Visconti,"D.Fister (5-54-L), T.Barnette (4), Y.Mendez (99)",0.2722841225626741,0.4658774373259053,0.3407270486752927,0.806604486001198,1.4262295081967213,4.535316939890711,0.6230831315577078,0.19038817005545286,7.598360655737705,2.3585985802610487,1.3770491803278688,TEX,2018
42,42,May 13,@,HOU,"L,1-6",34,33,1,6,1,0,1,1,1,0,12,0,0,0,0,0,0,0,.229,.298,.392,.689,6,10,L,D.Keuchel(78),0.2712731925783749,8.0,9,6,5,1,4,9,2,0,4.84,40,162,105,3,1,0,0,35,2,0,0,0,1,2,0,4,Jordan Baker,"M.Moore (5-37-L), J.Chavez (3), K.Jepsen (3), B.Mann (99)",0.27192386131883073,0.4663494221617947,0.34034876728803365,0.8066981894498284,1.4304812834224598,4.559395721925133,0.623721881390593,0.19122068550811785,7.652406417112299,2.3553810828827495,1.3957219251336899,TEX,2018
43,43,May 15,@,SEA,"L,8-9",51,44,8,12,3,0,1,7,5,1,7,1,1,0,2,2,1,0,.231,.300,.392,.692,10,11,R,M.Leake(30),0.2670384138785626,10.1,15,9,8,1,4,12,1,2,4.89,53,224,143,3,0,4,0,44,3,1,0,3,0,1,0,6,Andy Fletcher,"M.Minor (6-23), B.Mann (1), T.Barnette (2), J.Leclerc (3-BSv), J.Diekman (3), A.Claudio (6-L)",0.2739273927392739,0.467986798679868,0.34207459207459207,0.81006139075446,1.4423327258526424,4.525228065607914,0.6242212429721927,0.19230769230769232,7.7323613642280655,2.3739299330983386,1.3824524863316843,TEX,2018
44,44,May 16,@,SEA,"W,5-1",39,36,5,7,2,0,0,3,3,1,10,0,0,0,1,0,1,0,.230,.298,.389,.687,7,10,R,C.Bergman(78),0.26678765880217786,9.0,6,1,1,0,1,3,1,0,4.81,33,124,86,3,0,0,0,32,1,0,0,0,0,0,1,4,Jeff Nelson,"B.Colon (6-74-W), J.Diekman (0), J.Leclerc (0-H), K.Kela (4)",0.27213962508080153,0.464770523594053,0.33962264150943394,0.804393165103487,1.4271177817349274,4.519432968710252,0.625503355704698,0.19039451114922812,7.624014245738997,2.3784015427469467,1.373696260493513,TEX,2018
